Marque,Série,Modèle extérieur,Type,URL du document officiel ou portail,Type de document,Couverture confirmée,Niveau de confiance,Statut Deep Research,Anomalie ou limite,Source technique ENERGY STAR
AUX,C-Series,AUM20SW18HP230V1/O,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,C-Series,AUM20SW24HP230V1/O,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,C-Series,FH36LCA2DI-20US,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,C-Series,XH09MAA2DI-20US,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,C-Series,XH09MAA3DI-20US,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,C-Series,XH12MAA2DI-20US,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,C-Series,XH12MAA3DI-20US,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,C-Series,XH18MAA2DI-20US,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,C-Series,XH24MAA2DI-20US,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,C-Series,XH36LCA2DI-19US,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,HI EFFICIENCY,ASW-H12C5A3/*R3DI-C3,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H09B6A3/**R3DI-C3,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H09B6A3/*R3DI-C3,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H12C5B2/*R3DI-C9,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H12C5B3/*R3DI-C6,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H12C5C2/*R3DI-C5,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H12C5C3/*R3DI-C5,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H12C5D2/*R3DI-C5,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H18E3B2/**R3DI-D2,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H18E3B2/*R3DI-D2,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H18E3C2/*R3DI-C3,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H24F8A2/**R3DI-C7,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,M-Series,ASW-H24F8A2/*R3DI-C7,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Q Series,FH18QCA2DI-20US,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Q-H-series,ASW-H12C5A2/ *R3DI-C5,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Q-H-series,ASW-H18E3A2/ *R3DI-C3,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Q-H-series,ASW-H24F4D2/**R3DI-C6,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Q-H-series,ASW-H24G1D2/**R3DI-C6,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Q-H-series,ASW-H24G1D2/*R3DI-C6,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Q-Series,AFEB09HP230V1CO-U,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Q-Series,AFEB12HP230V1CO-U,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Q-Series,ASW-H18E3B2/Q*R3DI-C3,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,QF-series,ASW-H09B6B8/*R3DI-C3,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Y-Series,AFEB09HP230V1CO-U,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
AUX,Y-Series,AFEB12HP230V1CO-U,ductless,https://apimws.auxair.com/us/ca,Portail documentaire fabricant avec brochures,Marque et modèles Canada,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Bestcold,Gable Series,MYORU24NA22BCH19ES,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Bestcold,Gable Series,MYORU36NA22BCH18ES,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Bestcold,Gable Series,MYORU48NA22BCH18ES,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Bestcold,Gable Series,MYORU60NA22BCH17ES,central,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BH714S SERIES,BH714S24P-**A,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BH714S SERIES,BH714S30P-**A,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BH714S SERIES,BH714S36P-**A,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BH719M SERIES,BH719M36P-**A,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BH719M SERIES,BH719M60P-**A,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BNG Series,BNG1A24SCN,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BNG Series,BNG1A30SCN,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BNG Series,BNG1A48SCN,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BNG Series,BNG1A60SCN,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,BXS Series,BXS2A09SCV,ductless,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BLUERIDGE,Multi R32 AO,BXM0Z18SC0,ductless,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BLUERIDGE,Multi R32 AO,BXM0Z24SC0,ductless,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BLUERIDGE,Multi R32 AO,BXM0Z30SC0,ductless,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BLUERIDGE,Multi R32 AO,BXM0Z36SC0,ductless,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BLUERIDGE,Multi R32 AO,BXM0Z42SC0,ductless,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BLUERIDGE,NG2,BNG2Z36SCN,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,NG2,BNG2Z60SCN,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,NG3,BNG3Z36UCN,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,NG3,BNG3Z60UCN,central,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
BLUERIDGE,XM2,BXM2Z55UC0,ductless,https://ductless.alpinehomeair.com/home/,Portail officiel de la marque,Marque; documents par produit,Moyenne,Portail officiel trouvé et vérifié; PDF exact à sélectionner lorsque précisé,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,17 SEER MULTI,EMUL18HPJ132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,17 SEER MULTI,EMUL24HPJ132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,17 SEER MULTI,EMUL30HPJ132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,17 SEER MULTI,EMUL36HPJ132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,17 SEER MULTI,EMUL42HPJ132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,Novo,NOV09HPJ132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,NOVO,NOV09HPL132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,Novo,NOV12HPJ132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,NOVO,NOV12HPL132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,Novo,NOV18HPJ132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
BOREAL,Novo,NOV24HPJ132OA,ductless,,,,Non établi,Aucune brochure publique suffisamment précise confirmée après recherche approfondie,Code exact recherché dans les sources fabricant et index publics; ne pas associer un PDF générique.,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Bosch,IDS Edge,BOHA-24MTB-M18S,central,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Bosch,IDS Edge,BOHA-24RTB-M18S,central,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Bosch,IDS Edge,BOHA-24RTB-M18S,ductless,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Bosch,IDS Edge,BOHA-36MTB-M18S,central,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Bosch,IDS Edge,BOHA-36MTB-M18S,ductless,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Bosch,IDS Edge,BOHA-36RTB-M18S,central,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Bosch,IDS Edge,BOHA-36RTB-M18S,ductless,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Bosch,IDS Edge,BOHA-60MTB-M18S,central,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
Bosch,IDS Edge,BOHA-60MTB-M18S,ductless,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Mini-Split-Heat-Pumps/akti-mt5s
Bosch,IDS Edge,BOHA-60RTB-M18S,central,https://www.bosch-homecomfort.com/us/media/country_pool/documents/engineering-submittal-sheets/ids_edge_series_condensing_unit_product_specification_en_01.2026.pdf,Fiche technique PDF,Série et modèles,Élevée,Document officiel trouvé et examiné,,https://data.energystar.gov/Active-Specifications/ENERGY-STAR-Certified-Ducted-Heat-Pumps/3m3x-a2hy
